onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id1	a2	n/a	n/a
20.06	5	face	id1	a2	2.43	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id2	a4	2.06	different
35.07	5	face	id3	a2	2.13	different
40.07	5	face	id3	a4	2.32	same
45.07	5	face	id3	a5	2.17	same
50.07	5	face	id3	a1	2.09	same
55.07	5	face	id2	a5	2.13	different
60.07	5	face	id4	a3	1.96	different
65.07	5	face	id2	a3	2.02	different
70.09	5	face	id1	a5	2.47	different
75.09	5	face	id2	a2	2.51	different
80.09	5	face	id4	a1	2.46	different
85.09	5	face	id2	a1	2.24	different
90.09	5	face	id1	a3	1.97	different
95.09	5	face	id1	a1	2.05	different
100.09	5	face	id3	a3	2.13	different
105.09	5	face	id4	a4	2.07	different
110.09	5	face	id4	a2	3.12	same
115.09	5	face	id1	a4	2.47	different
120.09	5	face	id4	a5	2.57	different
125.09	5	face	id4	a5	2.06	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.09	5	face	id1	a3	2.1	different
140.1	5	face	id1	a2	2.6	same
145.1	5	face	id4	a4	2.04	different
150.1	5	face	id2	a2	2.06	different
155.11	5	face	id1	a1	2.3	different
160.11	5	face	id2	a1	2.25	same
165.11	5	face	id3	a2	2.88	different
170.11	5	face	id4	a1	2.21	different
175.11	5	face	id3	a4	2.39	different
180.11	5	face	id2	a4	2.12	different
185.11	5	face	id2	a3	2.1	same
190.11	5	face	id3	a5	2.38	different
195.12	5	face	id2	a5	2.59	different
200.12	5	face	id1	a4	2.21	different
205.12	5	face	id1	a5	2.01	same
210.12	5	face	id3	a3	2.07	different
215.12	5	face	id3	a1	2.01	same
220.12	5	face	id4	a3	3.02	different
225.12	5	face	id4	a2	2.04	same
230.12	5	face	id4	a2	1.98	same
235.1	5	fixation	n/a	n/a	n/a	n/a
240.12	5	face	id3	a2	2.02	different
245.14	5	face	id2	a3	2.98	different
250.14	5	face	id2	a5	2.38	same
255.14	5	face	id2	a4	2.83	same
260.14	5	face	id1	a2	2.04	different
265.14	5	face	id1	a5	2.14	same
270.14	5	face	id4	a3	2.1	different
275.14	5	face	id3	a1	2.39	different
280.14	5	face	id4	a4	2.1	different
285.14	5	face	id1	a1	2.35	different
290.14	5	face	id4	a5	1.94	different
295.14	5	face	id3	a5	2.33	different
300.14	5	face	id4	a1	3.03	different
305.15	5	face	id2	a2	2.65	different
310.15	5	face	id1	a4	2.76	different
315.15	5	face	id3	a3	1.96	different
320.15	5	face	id3	a4	2.42	same
325.15	5	face	id1	a3	2.26	different
330.15	5	face	id2	a1	2.18	different
