onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id3	a4	n/a	n/a
20.07	5	face	id3	a4	2.25	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id4	a5	2.27	different
35.07	5	face	id3	a2	2.62	different
40.07	5	face	id3	a3	2.14	same
45.07	5	face	id4	a2	2.27	different
50.09	5	face	id2	a1	2.12	different
55.09	5	face	id1	a5	2.39	different
60.09	5	face	id1	a1	2.41	same
65.09	5	face	id3	a1	2.09	different
70.09	5	face	id3	a5	2.69	same
75.09	5	face	id4	a3	2.19	different
80.09	5	face	id2	a5	2.09	different
85.09	5	face	id2	a3	2.31	same
90.09	5	face	id2	a4	2.18	same
95.09	5	face	id2	a2	2.32	same
100.09	5	face	id4	a4	2.3	different
105.09	5	face	id4	a1	2.21	same
110.09	5	face	id1	a2	2.12	different
115.1	5	face	id1	a3	2.2	same
120.1	5	face	id1	a4	2.72	same
125.1	5	face	id1	a4	2.23	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.1	5	face	id3	a1	2.13	different
140.1	5	face	id1	a1	2.1	different
145.1	5	face	id1	a5	2.14	same
150.1	5	face	id4	a2	2.08	different
155.1	5	face	id3	a2	2.11	different
160.1	5	face	id4	a3	2.81	same
165.1	5	face	id2	a2	2.32	different
170.1	5	face	id2	a1	2.21	same
175.1	5	face	id3	a4	2.22	different
180.12	5	face	id2	a3	2.52	different
185.12	5	face	id4	a5	2.23	different
190.12	5	face	id2	a4	2.93	same
195.12	5	face	id4	a4	2.18	different
200.12	5	face	id2	a5	2.18	different
205.12	5	face	id1	a2	2.22	different
210.12	5	face	id4	a1	2.96	different
215.12	5	face	id1	a3	2.57	same
220.12	5	face	id3	a3	2.83	different
225.12	5	face	id3	a5	2.73	same
230.12	5	face	id3	a5	2.26	same
235.13	5	face	id2	a1	2.35	different
240.13	5	face	id4	a1	2.27	different
245.13	5	face	id3	a2	3.63	different
250.13	5	face	id2	a4	2.29	different
255.13	5	face	id1	a4	2.62	different
260.13	5	face	id2	a3	2.3	different
265.14	5	face	id3	a4	2.17	different
270.14	5	face	id1	a2	2.28	different
275.14	5	face	id4	a2	2.28	different
280.14	5	face	id2	a5	2.39	different
285.14	5	face	id3	a1	2.28	same
290.11	5	fixation	n/a	n/a	n/a	n/a
295.14	5	face	id1	a5	2.03	different
300.15	5	face	id4	a4	2.25	different
305.15	5	face	id4	a5	2.17	different
310.15	5	face	id1	a1	2.27	different
315.15	5	face	id2	a2	2.78	different
320.15	5	face	id1	a3	2.17	same
325.15	5	face	id4	a3	2.2	different
330.15	5	face	id3	a3	2.08	different
