onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id4	a5	n/a	n/a
20.07	5	face	id4	a5	2.17	same
25.03	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id4	a4	2.39	same
35.07	5	face	id1	a5	2.27	different
40.07	5	face	id1	a2	2.07	same
45.06	5	face	id1	a3	2.11	same
50.08	5	face	id1	a1	2.33	same
55.08	5	face	id2	a1	2.11	different
60.08	5	face	id3	a3	2.08	different
65.08	5	face	id3	a2	2.13	same
70.07	5	face	id3	a5	2.35	same
75.07	5	face	id4	a2	2.12	different
80.09	5	face	id2	a5	2.6	different
85.09	5	face	id2	a3	1.93	same
90.09	5	face	id1	a4	2.28	different
95.08	5	face	id4	a1	2.19	different
100.08	5	face	id3	a4	2.23	different
105.08	5	face	id2	a2	3.0	different
110.08	5	face	id2	a4	1.97	different
115.1	5	face	id3	a1	2.35	different
120.09	5	face	id4	a3	2.05	different
125.09	5	face	id4	a3	1.99	same
130.06	5	fixation	n/a	n/a	n/a	n/a
135.09	5	face	id3	a2	1.98	different
140.11	5	face	id3	a3	2.04	same
145.1	5	face	id2	a1	2.04	different
150.1	5	face	id1	a3	2.04	different
155.1	5	face	id1	a5	2.05	same
160.1	5	face	id4	a2	2.03	different
165.1	5	face	id4	a1	2.04	same
170.11	5	face	id1	a1	2.64	different
175.11	5	face	id4	a5	1.93	different
180.11	5	face	id2	a3	2.22	different
185.11	5	face	id4	a4	2.14	different
190.11	5	face	id1	a4	2.39	different
195.11	5	face	id3	a4	1.98	different
200.12	5	face	id2	a5	2.37	different
205.12	5	face	id2	a4	2.12	same
210.12	5	face	id2	a2	2.34	same
215.12	5	face	id3	a1	2.43	different
220.12	5	face	id1	a2	2.37	different
225.12	5	face	id3	a5	2.0	different
230.13	5	face	id3	a5	2.31	same
235.13	5	face	id1	a1	1.8	different
240.13	5	face	id2	a2	1.99	different
245.13	5	face	id1	a5	2.36	different
250.12	5	face	id1	a4	2.17	same
255.12	5	face	id4	a3	2.34	different
260.12	5	face	id2	a3	2.36	different
265.14	5	face	id4	a5	2.36	different
270.14	5	face	id2	a4	2.33	different
275.13	5	face	id1	a3	2.42	different
280.13	5	face	id2	a5	2.42	different
285.13	5	face	id3	a2	2.5	different
290.1	5	fixation	n/a	n/a	n/a	n/a
295.13	5	face	id2	a1	2.37	different
300.14	5	face	id3	a4	2.1	different
305.14	5	face	id4	a4	2.02	different
310.14	5	face	id3	a3	1.98	different
315.14	5	face	id4	a1	3.01	different
320.14	5	face	id3	a1	2.37	different
325.14	5	face	id4	a2	2.35	different
330.15	5	face	id1	a2	2.33	different
