onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id4	a1	n/a	n/a
20.06	5	face	id4	a1	2.17	same
25.03	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id3	a3	2.14	different
35.07	5	face	id4	a2	2.49	different
40.07	5	face	id1	a4	2.34	different
45.07	5	face	id3	a2	2.28	different
50.07	5	face	id1	a5	2.23	different
55.07	5	face	id3	a5	2.25	different
60.07	5	face	id3	a1	2.16	same
65.07	5	face	id2	a3	2.73	different
70.08	5	face	id3	a4	2.58	different
75.08	5	face	id4	a3	2.31	different
80.08	5	face	id4	a5	2.06	same
85.08	5	face	id4	a4	2.34	same
90.08	5	face	id1	a2	2.27	different
95.08	5	face	id2	a4	2.39	different
100.08	5	face	id1	a3	2.39	different
105.08	5	face	id2	a1	2.39	different
110.08	5	face	id2	a2	2.22	same
115.08	5	face	id1	a1	2.39	different
120.09	5	face	id2	a5	2.35	different
125.09	5	face	id2	a5	2.2	same
130.1	5	face	id2	a4	2.34	same
135.1	5	face	id3	a1	2.15	different
140.1	5	face	id1	a3	2.37	different
145.07	5	fixation	n/a	n/a	n/a	n/a
150.1	5	face	id2	a3	2.23	different
155.1	5	face	id2	a1	2.26	same
160.1	5	face	id3	a3	2.1	different
165.1	5	face	id3	a4	2.26	same
170.1	5	face	id2	a2	2.1	different
175.1	5	face	id4	a2	2.24	different
180.1	5	face	id4	a3	2.17	same
185.1	5	face	id1	a1	2.04	different
190.1	5	face	id1	a4	1.89	different
195.1	5	face	id4	a4	2.19	different
200.1	5	face	id4	a1	2.16	same
205.11	5	face	id3	a2	2.44	different
210.11	5	face	id1	a2	2.18	different
215.11	5	face	id3	a5	2.33	different
220.11	5	face	id1	a5	2.12	different
225.11	5	face	id4	a5	2.3	different
230.12	5	face	id4	a5	2.07	same
235.09	5	fixation	n/a	n/a	n/a	n/a
240.12	5	face	id3	a1	2.14	different
245.12	5	face	id2	a4	2.03	different
250.13	5	face	id3	a3	2.32	different
255.13	5	face	id2	a3	2.22	same
260.13	5	face	id1	a3	2.2	different
265.13	5	face	id4	a2	2.19	different
270.13	5	face	id3	a4	2.12	different
275.13	5	face	id2	a1	2.47	different
280.13	5	face	id1	a4	2.37	different
285.13	5	face	id4	a3	2.24	different
290.13	5	face	id2	a2	2.25	different
295.13	5	face	id3	a2	2.22	different
300.13	5	face	id4	a4	2.3	different
305.13	5	face	id1	a1	2.18	different
310.14	5	face	id1	a5	2.08	same
315.14	5	face	id2	a5	2.23	different
320.14	5	face	id4	a1	2.24	different
325.14	5	face	id3	a5	2.08	different
330.14	5	face	id1	a2	2.19	different
