onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id3	a4	n/a	n/a
20.07	5	face	id3	a4	2.11	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id4	a5	2.13	different
35.07	5	face	id3	a2	2.06	different
40.07	5	face	id3	a3	2.2	same
45.07	5	face	id4	a2	2.32	different
50.07	5	face	id2	a1	2.16	different
55.08	5	face	id1	a5	2.28	different
60.08	5	face	id1	a1	2.16	same
65.08	5	face	id3	a1	2.25	different
70.08	5	face	id3	a5	2.2	same
75.08	5	face	id4	a3	2.09	different
80.08	5	face	id2	a5	2.13	different
85.08	5	face	id2	a3	2.25	same
90.08	5	face	id2	a4	2.22	same
95.08	5	face	id2	a2	2.42	same
100.08	5	face	id4	a4	2.44	different
105.08	5	face	id4	a1	2.4	same
110.08	5	face	id1	a2	2.19	different
115.09	5	face	id1	a3	2.11	same
120.1	5	face	id1	a4	2.35	same
125.1	5	face	id1	a4	2.08	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.1	5	face	id3	a1	2.16	different
140.1	5	face	id1	a1	2.27	different
145.1	5	face	id1	a5	2.2	same
150.1	5	face	id4	a2	2.37	different
155.1	5	face	id3	a2	2.36	same
160.1	5	face	id4	a3	2.27	different
165.1	5	face	id2	a2	2.16	different
170.1	5	face	id2	a1	2.19	different
175.11	5	face	id3	a4	n/a	n/a
180.11	5	face	id2	a3	2.09	different
185.11	5	face	id4	a5	2.28	different
190.11	5	face	id2	a4	2.07	different
195.11	5	face	id4	a4	2.15	same
200.11	5	face	id2	a5	2.0	same
205.11	5	face	id1	a2	2.14	different
210.11	5	face	id4	a1	2.58	different
215.12	5	face	id1	a3	2.15	different
220.11	5	face	id3	a3	2.3	different
225.12	5	face	id3	a5	2.04	different
230.13	5	face	id3	a5	2.05	same
235.13	5	face	id2	a1	2.21	different
240.13	5	face	id4	a1	n/a	n/a
245.13	5	face	id3	a2	2.42	different
250.13	5	face	id2	a4	2.07	different
255.13	5	face	id1	a4	2.03	different
260.13	5	face	id2	a3	2.1	different
265.13	5	face	id3	a4	2.12	different
270.13	5	face	id1	a2	2.08	different
275.13	5	face	id4	a2	2.09	different
280.13	5	face	id2	a5	2.3	different
285.13	5	face	id3	a1	n/a	n/a
290.11	5	fixation	n/a	n/a	n/a	n/a
295.14	5	face	id1	a5	2.24	different
300.14	5	face	id4	a4	2.07	different
305.14	5	face	id4	a5	2.1	same
310.14	5	face	id1	a1	2.05	different
315.14	5	face	id2	a2	2.17	different
320.14	5	face	id1	a3	2.18	different
325.14	5	face	id4	a3	2.18	different
330.14	5	face	id3	a3	2.28	different
