onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id3	a3	n/a	n/a
20.08	5	face	id3	a3	2.13	same
25.08	5	face	id4	a3	2.43	different
30.08	5	face	id1	a3	2.54	different
35.08	5	face	id2	a2	2.33	different
40.08	5	face	id1	a1	2.6	different
45.08	5	face	id4	a5	2.25	different
50.08	5	face	id4	a4	2.76	same
55.08	5	face	id1	a5	2.36	different
60.05	5	fixation	n/a	n/a	n/a	n/a
65.08	5	face	id3	a1	2.44	different
70.09	5	face	id2	a5	2.09	different
75.09	5	face	id4	a2	2.53	different
80.09	5	face	id1	a2	2.48	different
85.09	5	face	id3	a4	2.52	different
90.09	5	face	id2	a3	2.11	different
95.09	5	face	id1	a4	2.17	different
100.09	5	face	id2	a4	2.11	different
105.09	5	face	id3	a2	2.04	different
110.09	5	face	id4	a1	2.24	different
115.09	5	face	id2	a1	2.66	different
120.09	5	face	id3	a5	2.64	different
125.09	5	face	id3	a5	2.17	same
130.09	5	face	id3	a3	2.13	same
135.11	5	face	id1	a3	2.17	different
140.11	5	face	id4	a1	2.19	different
145.11	5	face	id1	a2	2.08	different
150.11	5	face	id2	a5	2.11	different
155.11	5	face	id4	a4	2.02	different
160.11	5	face	id2	a4	2.01	different
165.11	5	face	id4	a5	2.16	different
170.11	5	face	id2	a3	2.25	different
175.11	5	face	id3	a4	2.07	different
180.11	5	face	id2	a1	2.16	different
185.11	5	face	id2	a2	2.11	same
190.11	5	face	id4	a3	2.12	different
195.12	5	face	id3	a2	2.46	different
200.12	5	face	id4	a2	2.25	different
205.12	5	face	id1	a5	2.37	different
210.12	5	face	id1	a1	2.13	same
215.12	5	face	id3	a1	2.06	different
220.09	5	fixation	n/a	n/a	n/a	n/a
225.12	5	face	id1	a4	2.06	different
230.12	5	face	id1	a4	2.02	same
235.12	5	face	id1	a3	2.07	same
240.12	5	face	id1	a2	2.19	same
245.12	5	face	id4	a1	2.04	different
250.12	5	face	id4	a4	2.07	same
255.14	5	face	id2	a2	2.23	different
260.14	5	face	id2	a4	2.15	same
265.14	5	face	id2	a3	1.91	same
270.14	5	face	id2	a5	1.85	same
275.14	5	face	id4	a3	2.21	different
280.14	5	face	id3	a5	2.07	different
285.14	5	face	id3	a1	2.15	same
290.14	5	face	id1	a1	2.13	different
295.14	5	face	id1	a5	2.05	same
300.14	5	face	id2	a1	2.17	different
305.14	5	face	id4	a2	2.76	different
310.14	5	face	id3	a3	2.06	different
315.14	5	face	id3	a2	2.2	same
320.15	5	face	id4	a5	2.08	different
325.12	5	fixation	n/a	n/a	n/a	n/a
330.15	5	face	id3	a4	2.03	different
