onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id1	a2	n/a	n/a
20.07	5	face	id1	a2	1.89	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.08	5	face	id3	a4	1.95	different
35.08	5	face	id2	a4	1.9	different
40.08	5	face	id4	a2	1.81	different
45.08	5	face	id3	a1	2.12	different
50.08	5	face	id2	a1	2.04	different
55.08	5	face	id3	a2	2.0	different
60.08	5	face	id2	a3	2.04	different
65.08	5	face	id2	a2	1.94	same
70.08	5	face	id3	a3	1.99	different
75.1	5	face	id4	a3	1.89	different
80.08	5	face	id1	a3	2.1	different
85.1	5	face	id1	a4	1.83	different
90.1	5	face	id4	a5	2.07	different
95.1	5	face	id1	a1	2.12	different
100.1	5	face	id3	a5	2.06	different
105.1	5	face	id2	a5	2.31	different
110.1	5	face	id1	a5	1.98	different
115.1	5	face	id4	a1	1.91	different
120.1	5	face	id4	a4	1.76	same
125.1	5	face	id4	a4	1.85	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.1	5	face	id4	a3	2.03	same
140.1	5	face	id2	a4	2.01	different
145.11	5	face	id1	a4	1.92	different
150.11	5	face	id3	a1	1.94	different
155.11	5	face	id2	a2	2.0	different
160.11	5	face	id1	a5	1.94	same
165.11	5	face	id2	a3	1.75	different
170.11	5	face	id1	a1	1.9	different
175.11	5	face	id3	a3	2.07	different
180.11	5	face	id4	a5	2.17	different
185.11	5	face	id1	a3	2.03	same
190.11	5	face	id3	a2	1.89	different
195.11	5	face	id3	a4	1.85	same
200.11	5	face	id2	a5	1.78	different
205.11	5	face	id3	a5	2.05	different
210.13	5	face	id4	a1	2.1	different
215.13	5	face	id4	a2	1.93	same
220.13	5	face	id1	a2	1.92	different
225.13	5	face	id2	a1	2.09	different
230.13	5	face	id2	a1	2.12	different
235.1	5	fixation	n/a	n/a	n/a	n/a
240.13	5	face	id4	a5	1.88	different
245.13	5	face	id2	a4	1.93	different
250.13	5	face	id3	a2	1.99	different
255.13	5	face	id3	a1	2.03	same
260.13	5	face	id1	a1	1.97	different
265.13	5	face	id4	a2	1.99	different
270.13	5	face	id2	a3	2.02	different
275.14	5	face	id2	a5	1.92	same
280.14	5	face	id3	a3	2.08	different
285.14	5	face	id4	a4	1.75	different
290.14	5	face	id1	a3	2.14	different
295.14	5	face	id1	a5	1.99	same
300.15	5	face	id4	a3	2.05	different
305.15	5	face	id4	a1	2.09	same
310.15	5	face	id1	a4	1.95	different
315.15	5	face	id1	a2	2.0	same
320.15	5	face	id3	a4	1.95	different
325.15	5	face	id3	a5	1.81	same
330.15	5	face	id2	a2	1.95	different
