onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id3	a1	n/a	n/a
20.07	5	face	id3	a1	2.01	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id4	a1	2.17	different
35.07	5	face	id1	a5	2.13	different
40.08	5	face	id2	a5	2.33	different
45.08	5	face	id3	a5	2.07	different
50.09	5	face	id2	a3	2.07	different
55.09	5	face	id4	a3	2.19	different
60.09	5	face	id1	a3	2.31	different
65.09	5	face	id2	a4	2.12	different
70.09	5	face	id1	a1	1.95	different
75.09	5	face	id1	a2	2.02	same
80.09	5	face	id3	a3	2.3	different
85.09	5	face	id3	a4	2.08	same
90.09	5	face	id4	a2	2.32	different
95.09	5	face	id4	a4	2.08	same
100.09	5	face	id2	a1	2.02	different
105.1	5	face	id3	a2	2.05	different
110.1	5	face	id4	a5	2.23	different
115.1	5	face	id2	a2	1.99	different
120.1	5	face	id1	a4	2.09	different
125.1	5	face	id1	a4	2.0	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.1	5	face	id1	a2	2.12	same
140.1	5	face	id1	a5	2.07	same
145.12	5	face	id3	a4	2.1	different
150.12	5	face	id3	a5	2.41	same
155.12	5	face	id2	a4	2.36	different
160.12	5	face	id4	a5	2.65	different
165.12	5	face	id1	a3	2.1	different
170.12	5	face	id4	a4	2.74	different
175.12	5	face	id1	a1	2.16	different
180.12	5	face	id4	a2	2.1	different
185.12	5	face	id3	a3	2.51	different
190.12	5	face	id4	a3	2.13	different
195.12	5	face	id4	a1	3.24	same
200.12	5	face	id3	a2	2.21	different
205.13	5	face	id2	a1	2.06	different
210.13	5	face	id2	a2	2.0	same
215.13	5	face	id2	a5	2.04	same
220.13	5	face	id3	a1	2.68	different
225.13	5	face	id2	a3	2.05	different
230.13	5	face	id2	a3	2.09	same
235.11	5	fixation	n/a	n/a	n/a	n/a
240.13	5	face	id4	a2	2.12	different
245.13	5	face	id1	a5	2.05	different
250.13	5	face	id4	a3	2.25	different
255.13	5	face	id3	a5	2.27	different
260.13	5	face	id4	a4	2.46	different
265.15	5	face	id2	a5	2.41	different
270.15	5	face	id1	a3	2.44	different
275.15	5	face	id3	a2	2.18	different
280.15	5	face	id1	a1	2.17	different
285.15	5	face	id1	a4	2.41	same
290.15	5	face	id3	a3	2.24	different
295.15	5	face	id4	a5	2.12	different
300.15	5	face	id1	a2	2.05	different
305.15	5	face	id2	a2	2.03	different
310.15	5	face	id3	a4	2.05	different
315.15	5	face	id3	a1	2.06	same
320.15	5	face	id4	a1	2.09	different
325.15	5	face	id2	a1	2.32	different
330.16	5	face	id2	a4	2.02	same
