onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id2	a2	n/a	n/a
20.07	5	face	id2	a2	2.39	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id4	a4	2.12	different
35.08	5	face	id2	a4	2.14	different
40.08	5	face	id1	a5	2.18	different
45.08	5	face	id3	a1	2.22	different
50.08	5	face	id2	a5	2.1	different
55.08	5	face	id4	a2	2.2	different
60.08	5	face	id4	a5	2.3	same
65.09	5	face	id2	a1	2.2	different
70.09	5	face	id3	a5	2.23	different
75.09	5	face	id3	a4	2.16	same
80.09	5	face	id4	a1	2.19	different
85.09	5	face	id3	a3	2.27	same
90.1	5	face	id1	a2	2.32	different
95.1	5	face	id1	a3	2.1	same
100.1	5	face	id4	a3	2.15	different
105.1	5	face	id1	a4	2.23	different
110.1	5	face	id2	a3	2.17	different
115.1	5	face	id3	a2	2.21	different
120.11	5	face	id1	a1	2.3	different
125.11	5	face	id1	a1	2.3	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.11	5	face	id1	a2	2.26	same
140.11	5	face	id2	a2	2.27	different
145.1	5	face	id1	a4	2.33	different
150.1	5	face	id3	a4	2.32	different
155.12	5	face	id1	a3	2.21	different
160.12	5	face	id3	a3	2.22	different
165.11	5	face	id2	a4	2.2	different
170.11	5	face	id4	a1	2.21	different
175.11	5	face	id1	a5	2.35	different
180.11	5	face	id4	a4	2.16	different
185.11	5	face	id2	a1	2.18	different
190.12	5	face	id3	a1	2.1	different
195.12	5	face	id4	a2	2.22	different
200.12	5	face	id3	a2	2.33	different
205.12	5	face	id3	a5	2.33	same
210.12	5	face	id4	a3	2.25	different
215.12	5	face	id2	a5	2.23	different
220.13	5	face	id4	a5	2.19	different
225.13	5	face	id2	a3	2.2	different
230.13	5	face	id2	a3	2.24	same
235.1	5	fixation	n/a	n/a	n/a	n/a
240.13	5	face	id2	a4	2.09	same
245.13	5	face	id2	a1	2.24	same
250.13	5	face	id4	a2	2.2	different
255.12	5	face	id4	a4	2.13	same
260.14	5	face	id2	a2	2.2	different
265.14	5	face	id3	a5	2.55	different
270.14	5	face	id4	a5	2.37	different
275.13	5	face	id2	a5	2.33	different
280.13	5	face	id1	a4	2.08	different
285.15	5	face	id1	a3	2.12	same
290.15	5	face	id1	a1	2.34	same
295.15	5	face	id3	a1	2.08	different
300.14	5	face	id4	a1	2.34	different
305.14	5	face	id3	a4	2.25	different
310.14	5	face	id3	a2	2.3	same
315.16	5	face	id4	a3	2.25	different
320.16	5	face	id1	a5	2.23	different
325.15	5	face	id1	a2	2.23	same
330.15	5	face	id3	a3	2.33	different
