onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id1	a3	n/a	n/a
20.08	5	face	id1	a3	2.11	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id2	a2	2.42	different
35.07	5	face	id3	a2	2.28	different
40.07	5	face	id2	a5	2.44	different
45.07	5	face	id3	a5	2.17	different
50.09	5	face	id2	a3	2.18	different
55.08	5	face	id1	a4	2.15	different
60.08	5	face	id4	a2	2.23	different
65.08	5	face	id1	a2	2.22	different
70.08	5	face	id2	a1	2.29	different
75.08	5	face	id3	a3	2.2	different
80.09	5	face	id1	a1	2.49	different
85.09	5	face	id4	a4	2.18	different
90.09	5	face	id4	a3	2.21	same
95.09	5	face	id4	a5	2.2	same
100.09	5	face	id1	a5	2.27	different
105.09	5	face	id3	a1	2.15	different
110.09	5	face	id3	a4	2.05	same
115.1	5	face	id4	a1	2.31	different
120.1	5	face	id2	a4	2.2	different
125.1	5	face	id2	a4	2.07	same
130.07	5	fixation	n/a	n/a	n/a	n/a
135.1	5	face	id3	a3	2.1	different
140.09	5	face	id3	a2	2.2	same
145.11	5	face	id4	a4	2.18	different
150.11	5	face	id3	a5	2.24	different
155.11	5	face	id1	a2	2.17	different
160.11	5	face	id3	a4	2.11	different
165.1	5	face	id4	a2	2.14	different
170.1	5	face	id4	a5	2.0	same
175.12	5	face	id2	a1	2.38	different
180.12	5	face	id4	a3	2.12	different
185.12	5	face	id1	a1	2.31	different
190.11	5	face	id1	a4	2.28	same
195.11	5	face	id2	a2	2.26	different
200.11	5	face	id3	a1	2.29	different
205.13	5	face	id1	a5	2.32	different
210.13	5	face	id4	a1	2.44	different
215.12	5	face	id2	a5	2.36	different
220.12	5	face	id1	a3	2.2	different
225.12	5	face	id2	a3	2.26	different
230.12	5	face	id2	a3	2.18	same
235.1	5	fixation	n/a	n/a	n/a	n/a
240.13	5	face	id4	a3	2.09	different
245.13	5	face	id3	a2	2.42	different
250.13	5	face	id1	a4	2.35	different
255.13	5	face	id3	a5	2.34	different
260.15	5	face	id4	a5	2.25	different
265.14	5	face	id2	a5	2.13	different
270.14	5	face	id4	a2	2.29	different
275.14	5	face	id3	a1	2.31	different
280.14	5	face	id2	a1	2.13	different
285.14	5	face	id2	a4	2.33	same
290.14	5	face	id1	a1	2.38	different
295.15	5	face	id3	a4	2.23	different
300.15	5	face	id3	a3	2.31	same
305.15	5	face	id4	a1	2.31	different
310.15	5	face	id4	a4	2.34	same
315.15	5	face	id1	a3	2.19	different
320.15	5	face	id2	a2	2.15	different
325.16	5	face	id1	a5	2.19	different
330.16	5	face	id1	a2	2.23	different
